pclass,age,sex,survived
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,1
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,adult,female,0
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,1
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,male,0
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,1
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
3rd,child,female,0
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,1
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,male,0
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,1
crew,adult,female,0
crew,adult,female,0
crew,adult,female,0
